[12:09:23] [main/ERROR]: Failed to load properties from file: server.properties
[12:09:23] [main/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[12:09:24] [main/WARN]: Ambiguity between arguments [teleport, destination] and [teleport, targets] with inputs: [Player, 0123, @e, dd12be42-52a9-4a91-a8a1-11c01849e498]
[12:09:24] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[12:09:24] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, targets] with inputs: [0.1 -0.5 .9, 0 0 0]
[12:09:24] [main/WARN]: Ambiguity between arguments [teleport, targets] and [teleport, destination] with inputs: [Player, 0123, dd12be42-52a9-4a91-a8a1-11c01849e498]
[12:09:24] [main/WARN]: Ambiguity between arguments [teleport, targets, location] and [teleport, targets, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[12:09:24] [main/INFO]: Reloading ResourceManager: Default
[12:09:25] [Worker-Main-14/INFO]: Loaded 7 recipes
[12:09:25] [Worker-Main-14/INFO]: Loaded 927 advancements
[12:09:27] [Server thread/INFO]: Starting minecraft server version 1.16.5
[12:09:27] [Server thread/WARN]: To start the server with more ram, launch it as "java -Xmx1024M -Xms1024M -jar minecraft_server.jar"
[12:09:27] [Server thread/INFO]: Loading properties
[12:09:27] [Server thread/INFO]: Default game type: SURVIVAL
[12:09:27] [Server thread/INFO]: Generating keypair
[12:09:27] [Server thread/INFO]: Starting Minecraft server on *:25565
[12:09:28] [Server thread/INFO]: Using default channel type
[12:09:29] [Server thread/INFO]: Preparing level "world"
[12:12:36] [Worker-Main-8/INFO]: Preparing spawn area: 34%
[12:12:37] [Worker-Main-15/INFO]: Preparing spawn area: 34%
[12:12:37] [Worker-Main-13/INFO]: Preparing spawn area: 34%
[12:12:37] [Worker-Main-15/INFO]: Preparing spawn area: 34%
[12:12:38] [Worker-Main-11/INFO]: Preparing spawn area: 34%
[12:12:39] [Worker-Main-8/INFO]: Preparing spawn area: 34%
[12:12:39] [Worker-Main-15/INFO]: Preparing spawn area: 34%
[12:12:39] [Worker-Main-15/INFO]: Preparing spawn area: 34%
[12:12:40] [Worker-Main-13/INFO]: Preparing spawn area: 34%
[12:12:40] [Worker-Main-13/INFO]: Preparing spawn area: 34%
[12:12:41] [Worker-Main-9/INFO]: Preparing spawn area: 34%
[12:12:42] [Worker-Main-9/INFO]: Preparing spawn area: 34%
[12:12:42] [Worker-Main-9/INFO]: Preparing spawn area: 34%
[12:12:42] [Worker-Main-12/INFO]: Preparing spawn area: 34%
[12:12:43] [Worker-Main-8/INFO]: Preparing spawn area: 34%
[12:12:43] [Worker-Main-15/INFO]: Preparing spawn area: 34%
[12:12:44] [Worker-Main-12/INFO]: Preparing spawn area: 34%
[12:12:44] [Worker-Main-11/INFO]: Preparing spawn area: 34%
[12:12:45] [Worker-Main-9/INFO]: Preparing spawn area: 34%
[12:12:45] [Worker-Main-12/INFO]: Preparing spawn area: 34%
[12:12:46] [Worker-Main-11/INFO]: Preparing spawn area: 34%
[12:12:46] [Worker-Main-8/INFO]: Preparing spawn area: 34%
[12:12:47] [Worker-Main-15/INFO]: Preparing spawn area: 34%
[12:12:48] [Worker-Main-15/INFO]: Preparing spawn area: 34%
[12:12:48] [Worker-Main-8/INFO]: Preparing spawn area: 34%
[12:12:48] [Worker-Main-12/INFO]: Preparing spawn area: 34%
[12:12:49] [Worker-Main-12/INFO]: Preparing spawn area: 34%
[12:12:49] [Worker-Main-13/INFO]: Preparing spawn area: 34%
[12:12:50] [Worker-Main-8/INFO]: Preparing spawn area: 34%
[12:12:50] [Worker-Main-15/INFO]: Preparing spawn area: 34%
[12:12:51] [Worker-Main-9/INFO]: Preparing spawn area: 34%
[12:12:52] [Worker-Main-13/INFO]: Preparing spawn area: 34%
[12:12:52] [Worker-Main-13/INFO]: Preparing spawn area: 34%
[12:12:53] [Worker-Main-13/INFO]: Preparing spawn area: 34%
[12:12:53] [Worker-Main-13/INFO]: Preparing spawn area: 34%
[12:12:53] [Worker-Main-12/INFO]: Preparing spawn area: 34%
[12:12:54] [Worker-Main-13/INFO]: Preparing spawn area: 34%
[12:12:54] [Worker-Main-12/INFO]: Preparing spawn area: 34%
[12:12:55] [Worker-Main-11/INFO]: Preparing spawn area: 34%
[12:12:55] [Worker-Main-13/INFO]: Preparing spawn area: 34%
[12:12:56] [Worker-Main-13/INFO]: Preparing spawn area: 34%
[12:12:56] [Worker-Main-12/INFO]: Preparing spawn area: 34%
[12:12:57] [Worker-Main-13/INFO]: Preparing spawn area: 34%
[12:12:57] [Worker-Main-12/INFO]: Preparing spawn area: 34%
[12:12:58] [Worker-Main-11/INFO]: Preparing spawn area: 34%
[12:12:58] [Worker-Main-9/INFO]: Preparing spawn area: 34%
[12:12:59] [Worker-Main-12/INFO]: Preparing spawn area: 34%
[12:13:00] [Worker-Main-11/INFO]: Preparing spawn area: 34%
[12:13:00] [Worker-Main-12/INFO]: Preparing spawn area: 34%
[12:13:00] [Worker-Main-12/INFO]: Preparing spawn area: 34%
[12:13:01] [Worker-Main-15/INFO]: Preparing spawn area: 34%
[12:13:01] [Worker-Main-13/INFO]: Preparing spawn area: 34%
[12:13:02] [Worker-Main-13/INFO]: Preparing spawn area: 34%
[12:13:02] [Worker-Main-12/INFO]: Preparing spawn area: 34%
[12:13:03] [Worker-Main-8/INFO]: Preparing spawn area: 41%
[12:13:03] [Worker-Main-9/INFO]: Preparing spawn area: 41%
[12:13:04] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:05] [Worker-Main-8/INFO]: Preparing spawn area: 41%
[12:13:05] [Worker-Main-9/INFO]: Preparing spawn area: 41%
[12:13:05] [Worker-Main-15/INFO]: Preparing spawn area: 41%
[12:13:06] [Worker-Main-9/INFO]: Preparing spawn area: 41%
[12:13:06] [Worker-Main-15/INFO]: Preparing spawn area: 41%
[12:13:07] [Worker-Main-8/INFO]: Preparing spawn area: 41%
[12:13:07] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:08] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:09] [Worker-Main-13/INFO]: Preparing spawn area: 41%
[12:13:09] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:09] [Worker-Main-13/INFO]: Preparing spawn area: 41%
[12:13:10] [Worker-Main-8/INFO]: Preparing spawn area: 41%
[12:13:11] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:11] [Worker-Main-9/INFO]: Preparing spawn area: 41%
[12:13:11] [Worker-Main-8/INFO]: Preparing spawn area: 41%
[12:13:12] [Worker-Main-13/INFO]: Preparing spawn area: 41%
[12:13:12] [Worker-Main-8/INFO]: Preparing spawn area: 41%
[12:13:13] [Worker-Main-13/INFO]: Preparing spawn area: 41%
[12:13:13] [Worker-Main-15/INFO]: Preparing spawn area: 41%
[12:13:14] [Worker-Main-9/INFO]: Preparing spawn area: 41%
[12:13:14] [Worker-Main-15/INFO]: Preparing spawn area: 41%
[12:13:15] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:15] [Worker-Main-9/INFO]: Preparing spawn area: 41%
[12:13:16] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:17] [Worker-Main-9/INFO]: Preparing spawn area: 41%
[12:13:17] [Worker-Main-12/INFO]: Preparing spawn area: 41%
[12:13:17] [Worker-Main-9/INFO]: Preparing spawn area: 41%
[12:13:18] [Worker-Main-9/INFO]: Preparing spawn area: 41%
[12:13:18] [Worker-Main-9/INFO]: Preparing spawn area: 41%
[12:13:19] [Worker-Main-13/INFO]: Preparing spawn area: 41%
[12:13:19] [Worker-Main-13/INFO]: Preparing spawn area: 41%
[12:13:20] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:20] [Worker-Main-15/INFO]: Preparing spawn area: 41%
[12:13:21] [Worker-Main-9/INFO]: Preparing spawn area: 41%
[12:13:21] [Worker-Main-9/INFO]: Preparing spawn area: 41%
[12:13:22] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:23] [Worker-Main-15/INFO]: Preparing spawn area: 41%
[12:13:23] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:23] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:24] [Worker-Main-13/INFO]: Preparing spawn area: 41%
[12:13:25] [Worker-Main-13/INFO]: Preparing spawn area: 41%
[12:13:25] [Worker-Main-13/INFO]: Preparing spawn area: 41%
[12:13:25] [Worker-Main-15/INFO]: Preparing spawn area: 41%
[12:13:26] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:27] [Worker-Main-15/INFO]: Preparing spawn area: 41%
[12:13:27] [Worker-Main-15/INFO]: Preparing spawn area: 41%
[12:13:27] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:28] [Worker-Main-13/INFO]: Preparing spawn area: 41%
[12:13:28] [Worker-Main-8/INFO]: Preparing spawn area: 41%
[12:13:29] [Worker-Main-8/INFO]: Preparing spawn area: 41%
[12:13:30] [Worker-Main-13/INFO]: Preparing spawn area: 41%
[12:13:30] [Worker-Main-12/INFO]: Preparing spawn area: 41%
[12:13:30] [Worker-Main-15/INFO]: Preparing spawn area: 41%
[12:13:31] [Worker-Main-15/INFO]: Preparing spawn area: 41%
[12:13:31] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:32] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:32] [Worker-Main-9/INFO]: Preparing spawn area: 41%
[12:13:33] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:34] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:34] [Worker-Main-15/INFO]: Preparing spawn area: 41%
[12:13:34] [Worker-Main-9/INFO]: Preparing spawn area: 41%
[12:13:35] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:35] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:36] [Worker-Main-8/INFO]: Preparing spawn area: 41%
[12:13:37] [Worker-Main-12/INFO]: Preparing spawn area: 41%
[12:13:37] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:38] [Worker-Main-9/INFO]: Preparing spawn area: 41%
[12:13:38] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:38] [Worker-Main-15/INFO]: Preparing spawn area: 41%
[12:13:39] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:39] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:40] [Worker-Main-11/INFO]: Preparing spawn area: 41%
[12:13:41] [Worker-Main-13/INFO]: Preparing spawn area: 41%
[12:13:41] [Worker-Main-8/INFO]: Preparing spawn area: 41%
[12:13:41] [Worker-Main-9/INFO]: Preparing spawn area: 41%
[12:13:42] [Worker-Main-13/INFO]: Preparing spawn area: 41%
[12:13:42] [Worker-Main-11/INFO]: Preparing spawn area: 49%
[12:13:43] [Worker-Main-11/INFO]: Preparing spawn area: 49%
[12:13:44] [Worker-Main-15/INFO]: Preparing spawn area: 49%
[12:13:44] [Worker-Main-9/INFO]: Preparing spawn area: 49%
[12:13:45] [Worker-Main-11/INFO]: Preparing spawn area: 54%
[12:13:45] [Worker-Main-11/INFO]: Preparing spawn area: 55%
[12:13:46] [Worker-Main-12/INFO]: Preparing spawn area: 56%
[12:13:47] [Worker-Main-15/INFO]: Preparing spawn area: 57%
[12:13:47] [Worker-Main-8/INFO]: Preparing spawn area: 57%
[12:13:47] [Worker-Main-9/INFO]: Preparing spawn area: 57%
[12:13:47] [Worker-Main-9/INFO]: Preparing spawn area: 57%
[12:13:48] [Worker-Main-10/INFO]: Preparing spawn area: 63%
[12:13:48] [Worker-Main-8/INFO]: Preparing spawn area: 63%
[12:13:49] [Worker-Main-10/INFO]: Preparing spawn area: 64%
[12:13:56] [Worker-Main-8/INFO]: Preparing spawn area: 65%
[12:13:56] [Worker-Main-15/INFO]: Preparing spawn area: 65%
[12:13:56] [Worker-Main-8/INFO]: Preparing spawn area: 65%
[12:13:56] [Worker-Main-11/INFO]: Preparing spawn area: 65%
[12:13:56] [Worker-Main-8/INFO]: Preparing spawn area: 65%
[12:13:56] [Worker-Main-11/INFO]: Preparing spawn area: 65%
[12:13:56] [Worker-Main-15/INFO]: Preparing spawn area: 65%
[12:13:56] [Worker-Main-11/INFO]: Preparing spawn area: 65%
[12:13:56] [Worker-Main-8/INFO]: Preparing spawn area: 65%
[12:13:56] [Worker-Main-15/INFO]: Preparing spawn area: 65%
[12:13:56] [Worker-Main-11/INFO]: Preparing spawn area: 65%
[12:13:56] [Worker-Main-15/INFO]: Preparing spawn area: 65%
[12:13:56] [Worker-Main-8/INFO]: Preparing spawn area: 65%
[12:13:56] [Worker-Main-10/INFO]: Preparing spawn area: 65%
[12:13:56] [Worker-Main-15/INFO]: Preparing spawn area: 68%
[12:13:57] [Worker-Main-15/INFO]: Preparing spawn area: 81%
[12:13:57] [Worker-Main-13/INFO]: Preparing spawn area: 82%
[12:13:58] [Worker-Main-15/INFO]: Preparing spawn area: 83%
[12:13:58] [Worker-Main-12/INFO]: Preparing spawn area: 83%
[12:13:59] [Worker-Main-13/INFO]: Preparing spawn area: 84%
[12:13:59] [Worker-Main-13/INFO]: Preparing spawn area: 84%
[12:14:00] [Worker-Main-13/INFO]: Preparing spawn area: 87%
[12:14:00] [Worker-Main-13/INFO]: Preparing spawn area: 87%
[12:14:01] [Worker-Main-13/INFO]: Preparing spawn area: 89%
[12:14:01] [Worker-Main-9/INFO]: Preparing spawn area: 89%
[12:14:02] [Worker-Main-10/INFO]: Preparing spawn area: 90%
[12:14:03] [Worker-Main-15/INFO]: Preparing spawn area: 92%
[12:14:03] [Worker-Main-12/INFO]: Preparing spawn area: 92%
[12:14:03] [Worker-Main-13/INFO]: Preparing spawn area: 94%
[12:14:04] [Worker-Main-10/INFO]: Preparing spawn area: 94%
[12:14:04] [Worker-Main-10/INFO]: Preparing spawn area: 95%
[12:14:05] [Worker-Main-15/INFO]: Preparing spawn area: 96%
[12:14:05] [Worker-Main-9/INFO]: Preparing spawn area: 97%
[12:14:06] [Worker-Main-15/INFO]: Preparing spawn area: 97%
[12:14:06] [Worker-Main-15/INFO]: Preparing spawn area: 97%
[12:14:07] [Worker-Main-13/INFO]: Preparing spawn area: 98%
[12:14:08] [Worker-Main-8/INFO]: Preparing spawn area: 99%
[12:14:08] [Server thread/INFO]: Time elapsed: 266498 ms
[12:14:08] [Server thread/INFO]: Done (278.443s)! For help, type "help"
[12:14:08] [Server thread/INFO]: Stopping server
[12:14:08] [Server thread/INFO]: Saving players
[12:14:08] [Server thread/INFO]: Saving worlds
[12:14:08] [Server thread/INFO]: Saving chunks for level 'ServerLevel[world]'/minecraft:overworld
[12:14:13] [Server thread/INFO]: ThreadedAnvilChunkStorage (world): All chunks are saved
[12:14:13] [Server thread/INFO]: Saving chunks for level 'ServerLevel[world]'/minecraft:the_nether
[12:14:13] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[12:14:13] [Server thread/INFO]: Saving chunks for level 'ServerLevel[world]'/minecraft:the_end
[12:14:13] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
[12:14:13] [Server thread/INFO]: ThreadedAnvilChunkStorage (world): All chunks are saved
[12:14:13] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[12:14:13] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
